id_1,id_2
240,15258
240,21376
240,13504
240,2868
240,11850
240,23458
240,14914
240,2806
240,35032
240,17641
240,28064
240,27667
240,16483
240,33780
240,352
240,27803
240,3784
240,36539
240,22151
240,31119
240,9688
240,4630
240,2375
241,1532
241,35773
241,28118
241,16779
241,17854
241,20974
241,19268
241,9008
241,22359
241,31890
241,26906
241,18751
242,16600
242,18945
242,3378
242,29982
242,1119
242,10281
242,32718
242,35388
242,11279
242,10001
242,3153
242,31384
242,18274
242,31890
242,21142
242,30722
242,14052
243,19950
243,34169
243,27803
243,6836
243,4290
243,11379
243,10689
243,18459
243,29055
243,35171
243,31706
34271,7274
34271,28212
34271,2773
34271,2073
244,11287
244,27803
244,14414
244,17571
244,33780
244,3752
244,31890
244,19384
244,33630
244,26457
244,34026
245,19416
24535,37540
24535,3712
246,31126
246,35219
246,14593
246,33127
246,14865
246,13728
246,31890
246,9210
246,8635
247,8880
248,24131
248,20780
248,33988
6104,20177
6104,10568
6104,35773
6104,31890
6104,8635
6104,27803
6104,30974
250,7027
250,19302
250,35773
6105,9945
6105,9395
6105,34747
6105,13728
6105,18163
6105,16122
6105,21390
6105,3922
252,36426
254,4411
254,22096
254,31890
254,7442
255,2706
255,37458
255,1318
255,4730
255,25401
255,29462
255,412
255,20173
256,14814
256,13675
257,34265
257,4426
257,8008
257,35773
258,31516
258,34114
258,14296
258,26520
258,7442
258,36869
259,32509
259,506
18401,31060
18401,2262
24539,24140
262,34522
262,27803
262,19392
262,10402
262,19222
262,7027
262,23879
262,36389
262,22321
36180,24668
36180,11948
263,3138
263,28957
264,31890
264,6189
264,19392
264,35773
264,27803
264,28731
264,21864
264,4687
264,21693
264,20854
264,1840
264,13638
264,35008
265,73
265,2308
265,5629
265,8357
265,27976
265,30834
265,3712
265,27803
265,25748
265,19389
265,31890
265,31893
266,953
266,13883
266,13447
266,26770
266,29552
266,35051
266,27426
266,20517
266,34508
266,21436
266,7103
267,23449
268,27803
268,19
269,19362
269,35780
269,36559
269,31336
269,27780
269,37150
269,4311
269,21979
269,17128
269,8364
269,15131
269,27803
269,8520
269,33273
269,27270
269,17010
269,11987
269,13638
270,3306
270,25113
270,18945
270,2147
270,1013
271,17128
271,24605
272,19222
272,27803
272,32587
272,5629
272,11748
273,34427
273,19324
273,31497
273,10595
273,5188
273,35876
273,18163
273,31890
273,36164
273,3990
273,18638
274,31890
274,5629
274,10184
274,10001
274,13638
274,5052
275,3427
275,107
275,13638
275,7631
275,22881
276,15554
276,13638
276,27843
276,14176
276,28532
276,31890
276,22353
277,12189
277,25819
277,27671
277,13772
277,20961
277,25958
277,31890
277,35171
277,18562
277,35116
277,32686
277,25364
277,34020
277,33410
277,983
277,23838
277,33684
277,7027
277,21145
277,22832
277,32661
277,18035
277,16778
277,35008
278,10896
278,24830
278,8232
278,16263
278,8441
278,19222
278,36426
278,36790
278,9051
278,3463
278,18751
278,33128
278,22062
278,3590
278,26946
